Country;Site_Name;Latitude;Longitude;C14_date;Error;Lab_Number;Material_Dated;Reference;Full Reference;
Argentina;ARQ 18;-29,403488;-69,928869;8400;90;LP 1859;charcoal;Cortegoso et al 2012;Cortegoso, V., Duran V., Castro, S., & Winocur, D. (2012). Disponibilidad de recursos liticos y explotacion humana de la divisoria andina. Valle del rio de Las Taguas, San Juan, Argentina. Chungara. Revista de Anthropologia Chilena, 44, 59-72.;
Argentina;ARQ 18;-29,403488;-69,928869;8440;100;LP 1860;charcoal;Cortegoso et al 2012;Cortegoso, V., Duran V., Castro, S., & Winocur, D. (2012). Disponibilidad de recursos liticos y explotacion humana de la divisoria andina. Valle del rio de Las Taguas, San Juan, Argentina. Chungara. Revista de Anthropologia Chilena, 44, 59-72.;
Argentina;ARQ 18;-29,403488;-69,928869;8950;100;LP 1815;charcoal;Cortegoso et al 2012;Cortegoso, V., Duran V., Castro, S., & Winocur, D. (2012). Disponibilidad de recursos liticos y explotacion humana de la divisoria andina. Valle del rio de Las Taguas, San Juan, Argentina. Chungara. Revista de Anthropologia Chilena, 44, 59-72.;
Argentina;Arroyo Chocori;-38,21551;-58,216824;6830;40;Beta-223181;bone;Martinez et al 2015;Martinez, G., Prates, L., Flensborg, G., Stoessel, L., Alcaraz, A. P., & Bayala, P. (2015). Radiocarbon trends in the Pampean region (Argentina). Biases and demographic patterns during the final Late Pleistocene and Holocene. Quaternary International, 356, 89-110.;
Argentina;Arroyo Chocori;-38,21551;-58,216824;7010;60;CAMS-16593;bone;Martinez et al 2015;Martinez, G., Prates, L., Flensborg, G., Stoessel, L., Alcaraz, A. P., & Bayala, P. (2015). Radiocarbon trends in the Pampean region (Argentina). Biases and demographic patterns during the final Late Pleistocene and Holocene. Quaternary International, 356, 89-110.;
Argentina;Arroyo de Frias;-34,65;-59,4307;9520;75;OxA-8545;bone;Politis & Bonomo 2011;"Politis, G. G., & Bonomo, M. (2011). Nuevos datos sobre el ""Hombre Fosil"" de Ameghino. Publicacion Especial APA, 12, 101-135.";
Argentina;Arroyo de Frias;-34,65;-59,4307;10300;60;CAMS-16598;bone;Politis & Bonomo 2011;"Politis, G. G., & Bonomo, M. (2011). Nuevos datos sobre el ""Hombre Fosil"" de Ameghino. Publicacion Especial APA, 12, 101-135.";
Argentina;Arroyo del Moro;-38,20176;-58,612675;6220;40;Beta-223187;bone;Martinez et al 2015;Martinez, G., Prates, L., Flensborg, G., Stoessel, L., Alcaraz, A. P., & Bayala, P. (2015). Radiocarbon trends in the Pampean region (Argentina). Biases and demographic patterns during the final Late Pleistocene and Holocene. Quaternary International, 356, 89-110.;
Argentina;Arroyo del Moro;-38,20176;-58,612675;6885;73;AA-90123;bone;Martinez et al 2015;Martinez, G., Prates, L., Flensborg, G., Stoessel, L., Alcaraz, A. P., & Bayala, P. (2015). Radiocarbon trends in the Pampean region (Argentina). Biases and demographic patterns during the final Late Pleistocene and Holocene. Quaternary International, 356, 89-110.;
Argentina;Arroyo El Gaucho 1;-31,6833;-63,2491;3590;60;LP 1599;charcoal;Medina & Rivero 2007;Medina, M., & Rivero, D. (2007). Zooarqueologia, Lama guanicoe y dinamica evolutiva del Chaco Serrano. Mundo de Antes, 5, 211-234.;
Argentina;Arroyo El Gaucho 1;-31,6833;-63,2491;3700;70;LP 1612;charcoal;Medina & Rivero 2007;Medina, M., & Rivero, D. (2007). Zooarqueologia, Lama guanicoe y dinamica evolutiva del Chaco Serrano. Mundo de Antes, 5, 211-234.;
Argentina;Arroyo El Gaucho 1;-31,6833;-63,2491;7160;90;LP 1722;charcoal;Medina & Rivero 2007;Medina, M., & Rivero, D. (2007). Zooarqueologia, Lama guanicoe y dinamica evolutiva del Chaco Serrano. Mundo de Antes, 5, 211-234.;
Argentina;Arroyo el Tigre Alero 2;-32,416389;-69,183333;4170;110;GIF 4492;charcoal;Mendez et al 2015;Mendez, C., Gil, A., Neme, G., Delaunay, A. N., Cortegoso, V., Huidobro, C. Duran, V., & Maldonado, A. (2015). Mid Holocene radiocarbon ages in the Subtropical Andres (~29-35 S), climatic change and implications for human space organization. Quaternary International, 356, 15-26.;
Argentina;Arroyo Feo;-46,9333;-70,5;3260;50;CSIC 522;charcoal;Orquera 1987;Orquera, L. A. (1987). Advances in the archaeology of the Pampa and Patagonia. Advances in Word Archaeology. Comp Wendorf, F. & Close, A. Volume 6. Academic Press, Princeton.;
Argentina;Arroyo Feo;-46,9333;-70,5;3330;50;CSIC 398;charcoal;Orquera 1987;Orquera, L. A. (1987). Advances in the archaeology of the Pampa and Patagonia. Advances in Word Archaeology. Comp Wendorf, F. & Close, A. Volume 6. Academic Press, Princeton.;
Argentina;Arroyo Feo;-46,9333;-70,5;4050;50;CSIC 520;charcoal;Orquera 1987;Orquera, L. A. (1987). Advances in the archaeology of the Pampa and Patagonia. Advances in Word Archaeology. Comp Wendorf, F. & Close, A. Volume 6. Academic Press, Princeton.;
Argentina;Arroyo Feo;-46,9333;-70,5;4380;60;CSIC 521;charcoal;Orquera 1987;Orquera, L. A. (1987). Advances in the archaeology of the Pampa and Patagonia. Advances in Word Archaeology. Comp Wendorf, F. & Close, A. Volume 6. Academic Press, Princeton.;
Argentina;Arroyo Feo;-46,9333;-70,5;5550;50;CSIC 519;charcoal;Orquera 1987;Orquera, L. A. (1987). Advances in the archaeology of the Pampa and Patagonia. Advances in Word Archaeology. Comp Wendorf, F. & Close, A. Volume 6. Academic Press, Princeton.;
Argentina;Arroyo Feo;-46,9333;-70,5;5900;50;CSIC 397;charcoal;Orquera 1987;Orquera, L. A. (1987). Advances in the archaeology of the Pampa and Patagonia. Advances in Word Archaeology. Comp Wendorf, F. & Close, A. Volume 6. Academic Press, Princeton.;
Argentina;Arroyo Feo;-46,9333;-70,5;6000;60;CSIC 518;charcoal;Orquera 1987;Orquera, L. A. (1987). Advances in the archaeology of the Pampa and Patagonia. Advances in Word Archaeology. Comp Wendorf, F. & Close, A. Volume 6. Academic Press, Princeton.;
Argentina;Arroyo Feo;-46,9333;-70,5;8410;70;CSIC 516;charcoal;Orquera 1987;Orquera, L. A. (1987). Advances in the archaeology of the Pampa and Patagonia. Advances in Word Archaeology. Comp Wendorf, F. & Close, A. Volume 6. Academic Press, Princeton.;
Argentina;Arroyo Feo;-46,9333;-70,5;8610;70;CSIC-515;charcoal;Gradin & Aguerre 1994;Gradin, C., & Aguerre, A. (1994). Excavacion del enterratorio de Puesto del Rodeo. In: Contribucion a la Arqueologia del Rio Pinturas. (Eds. Gradin, C., & Aguerre, A.). Editorial Ayllu, Buenos Aires, pp 259-272.;
Argentina;Arroyo Feo;-46,9333;-70,5;8610;70;CSIC 6660;charcoal;Orquera 1987;Orquera, L. A. (1987). Advances in the archaeology of the Pampa and Patagonia. Advances in Word Archaeology. Comp Wendorf, F. & Close, A. Volume 6. Academic Press, Princeton.;
Argentina;Arroyo Feo;-46,9333;-70,5;9330;80;CSIC-393;charcoal;Gradin & Aguerre 1994;Gradin, C., & Aguerre, A. (1994). Excavacion del enterratorio de Puesto del Rodeo. In: Contribucion a la Arqueologia del Rio Pinturas. (Eds. Gradin, C., & Aguerre, A.). Editorial Ayllu, Buenos Aires, pp 259-272.;
Argentina;Arroyo Feo;-46,9333;-70,5;9410;70;CSIC-514;charcoal;Gradin & Aguerre 1994;Gradin, C., & Aguerre, A. (1994). Excavacion del enterratorio de Puesto del Rodeo. In: Contribucion a la Arqueologia del Rio Pinturas. (Eds. Gradin, C., & Aguerre, A.). Editorial Ayllu, Buenos Aires, pp 259-272.;
Argentina;Arroyo Malo -3;-34,85;-69,8847;2200;50;LP-958;charcoal;Gil et al 2005;Gil, A., Zarate, M., & Neme, G. (2005). Mid-holocene paleoenvironments and the archaeological record of southern Mendoza, Argentina. Quaternary International, 132, 81-94.;
Argentina;Arroyo Malo -3;-34,85;-69,8847;3570;40;NSRL 11721;charcoal;Neme & Gil 2008;Neme, G., & Gil, A. (2008). Biogeografia humana en los Andes meridionales: tendencias arqueologicas en el sur de Mendoza. Chungara, Revista de Antropologia Chilena, 40, 5-18.;
Argentina;Arroyo Malo -3;-34,85;-69,8847;3810;105;LP 946;charcoal;Neme & Gil 2008;Neme, G., & Gil, A. (2008). Biogeografia humana en los Andes meridionales: tendencias arqueologicas en el sur de Mendoza. Chungara, Revista de Antropologia Chilena, 40, 5-18.;
Argentina;Arroyo Malo -3;-34,85;-69,8847;4540;40;NSRL 11719;charcoal;Mendez et al 2015;Mendez, C., Gil, A., Neme, G., Delaunay, A. N., Cortegoso, V., Huidobro, C. Duran, V., & Maldonado, A. (2015). Mid Holocene radiocarbon ages in the Subtropical Andres (~29-35 S), climatic change and implications for human space organization. Quaternary International, 356, 15-26.;
Argentina;Arroyo Malo -3;-34,85;-69,8847;5310;100;LP 1267;charcoal;Mendez et al 2015;Mendez, C., Gil, A., Neme, G., Delaunay, A. N., Cortegoso, V., Huidobro, C. Duran, V., & Maldonado, A. (2015). Mid Holocene radiocarbon ages in the Subtropical Andres (~29-35 S), climatic change and implications for human space organization. Quaternary International, 356, 15-26.;
Argentina;Arroyo Malo -3;-34,85;-69,8847;5350;80;LP 1279;charcoal;Mendez et al 2015;Mendez, C., Gil, A., Neme, G., Delaunay, A. N., Cortegoso, V., Huidobro, C. Duran, V., & Maldonado, A. (2015). Mid Holocene radiocarbon ages in the Subtropical Andres (~29-35 S), climatic change and implications for human space organization. Quaternary International, 356, 15-26.;
Argentina;Arroyo Malo -3;-34,85;-69,8847;7660;50;NSRL-11722;charcoal;Neme & Gil 2009;Neme, G., & Gil, A. (2009). Human occupation and increasing Mid-Holocene aridity. Southern Andean perspectives. Current Anthropology, 50, 149-163.;
Argentina;Arroyo Malo -3;-34,85;-69,8847;7670;105;LP-783;charcoal;Neme & Gil 2009;Neme, G., & Gil, A. (2009). Human occupation and increasing Mid-Holocene aridity. Southern Andean perspectives. Current Anthropology, 50, 149-163.;
Argentina;Arroyo Malo -3;-34,85;-69,8847;8580;60;NSRL-11720;unknown;Dieguez and Neme 2003;Dieguez, S., & Neme, G. (2003). Geochronology of the Arroyo Malo 3 site and the first human occupations in North Patagonia in the Early Holocene. In: Where the south winds blow: ancient evidence for the Paleo South AMericans. (Eds. Miotti, L., Salemme, M., & Flegenheimer, N.). Center for the study of the first americans, Texas A&M University Press, College Station. pp 87-92.;
Argentina;Arroyo Malo -3;-34,85;-69,8847;8738;50;AA-58292;charcoal;Mendez et al 2015;Mendez, C., Gil, A., Neme, G., Delaunay, A. N., Cortegoso, V., Huidobro, C. Duran, V., & Maldonado, A. (2015). Mid Holocene radiocarbon ages in the Subtropical Andres (~29-35 S), climatic change and implications for human space organization. Quaternary International, 356, 15-26.;
Argentina;Arroyo Malo -3;-34,85;-69,8847;8870;55;NSRL-11723;unknown;Dieguez and Neme 2003;Dieguez, S., & Neme, G. (2003). Geochronology of the Arroyo Malo 3 site and the first human occupations in North Patagonia in the Early Holocene. In: Where the south winds blow: ancient evidence for the Paleo South AMericans. (Eds. Miotti, L., Salemme, M., & Flegenheimer, N.). Center for the study of the first americans, Texas A&M University Press, College Station. pp 87-92.;
Argentina;Arroyo Malo -3;-34,85;-69,8847;8900;60;AA-26193;unknown;Dieguez and Neme 2003;Dieguez, S., & Neme, G. (2003). Geochronology of the Arroyo Malo 3 site and the first human occupations in North Patagonia in the Early Holocene. In: Where the south winds blow: ancient evidence for the Paleo South AMericans. (Eds. Miotti, L., Salemme, M., & Flegenheimer, N.). Center for the study of the first americans, Texas A&M University Press, College Station. pp 87-92.;
Argentina;Arroyo Seco;-38,3605;-60,2441;4487;45;AA-67737;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;4793;69;AA-59506;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;5793;64;AA-90119;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;6300;70;AA-7966;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;6495;65;AA-7967;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;6560;60;LP-186;unknown;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;6823;69;AA-59503;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;6838;73;AA-67738;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;6860;60;AA-9045;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;6880;90;NZA-1101;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;6908;76;AA-67739;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;6940;75;AA-24051;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;6970;60;CAMS-16170;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;7000;80;TO-1503;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;7043;82;AA-62517;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;7320;90;TO-1506;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;7388;74;AA-90117;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;7540;80;AA-24052;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;7580;50;Beta-80909;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;7602;87;AA-59505;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;7615;90;AA-9048;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;7636;87;AA-59504;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;7685;95;AA-19286;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;7800;115;AA-9046;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;7805;85;AA-24050;bone;Prates et al 2013;Prates, L., Politics, G., & Steele, J. (2013). Radiocarbon chronology of the early human occupation of Argentina. 301, 104-122.;
Argentina;Arroyo Seco;-38,3605;-60,2441;8390;240;LP-53;bone;Borrero 1996;Borrerro, L. (1996). The Pleistocene-Holocene transition in Southern South America. In: Humans at the end of the Ice Age. Eds Straus, L., Eriksen, B., Erlandson, J., & Yesner, D. Plenun Press, New York, pp 52-75.;
Argentina;Arroyo Seco;-38,3605;-60,2441;8461;74;AA-90120;bone;Borrero 1996;Borrerro, L. (1996). The Pleistocene-Holocene transition in Southern South America. In: Humans at the end of the Ice Age. Eds Straus, L., Eriksen, B., Erlandson, J., & Yesner, D. Plenun Press, New York, pp 52-75.;
Argentina;Arroyo Seco;-38,3605;-60,2441;8560;320;LP-55;unknown;Borrero 1996;Borrerro, L. (1996). The Pleistocene-Holocene transition in Southern South America. In: Humans at the end of the Ice Age. Eds Straus, L., Eriksen, B., Erlandson, J., & Yesner, D. Plenun Press, New York, pp 52-75.;
