Site_Name;Region;Latitude;Longitude;C14_date;Error;Lab_Number;Material_Dated;Full Reference;;;;;;;;;;;;;;;;;;
La Romelia;N. Andes;4,512742;-75,395256;7630;40;Beta-325215;charcoal;Dikau, R., Aceituno, F. J., Loaiza, N., López, C., Cano, M., Herrera, L., Restrepo, C., Ranere, A. J. (2015). Radiocarbon chronology of terminal Pleistocene to middle Holocene human occupation in the Middle Cauca Valley, Colombia. 363, 43-54.;;;;;;;;;;;;;;;;;;
Campoalegre;N. Andes;5,836856;-75,881883;7600;90;Beta-87730;charcoal;INTEGRAL. (1997). Arqueologia de Rescate: via alterna de la troncal de occidente Reio Campoalegre-Estadio Santa Rosa de Cabal (Informe Final). INTEGRAL S. A., Ministerio de Transporte, Instituto Nacional de VIas, Medellin (Unpublished). ;;;;;;;;;;;;;;;;;;
El Jazmin;N. Andes;5,8;-75,5;7590;60;Beta-95602;charcoal;INTEGRAL. (1997). Arqueologia de Rescate: via alterna de la troncal de occidente Reio Campoalegre-Estadio Santa Rosa de Cabal (Informe Final). INTEGRAL S. A., Ministerio de Transporte, Instituto Nacional de VIas, Medellin (Unpublished). ;;;;;;;;;;;;;;;;;;
El Jazmin;N. Andes;5,8;-75,5;7528;51;AA-98946;charcoal;Dikau, R., Aceituno, F. J., Loaiza, N., López, C., Cano, M., Herrera, L., Restrepo, C., Ranere, A. J. (2015). Radiocarbon chronology of terminal Pleistocene to middle Holocene human occupation in the Middle Cauca Valley, Colombia. 363, 43-54.;;;;;;;;;;;;;;;;;;
Cuba (66PER001);N. Andes;5,197776;-75,676397;7466;43;AA-103316;charcoal;Dikau, R., Aceituno, F. J., Loaiza, N., López, C., Cano, M., Herrera, L., Restrepo, C., Ranere, A. J. (2015). Radiocarbon chronology of terminal Pleistocene to middle Holocene human occupation in the Middle Cauca Valley, Colombia. 363, 43-54.;;;;;;;;;;;;;;;;;;
Chaguala;N. Andes;4,477331;-75,678465;7427;40;AA-103317;charcoal;Dikau, R., Aceituno, F. J., Loaiza, N., López, C., Cano, M., Herrera, L., Restrepo, C., Ranere, A. J. (2015). Radiocarbon chronology of terminal Pleistocene to middle Holocene human occupation in the Middle Cauca Valley, Colombia. 363, 43-54.;;;;;;;;;;;;;;;;;;
Salento 24;N. Andes;5,140896;-75,299602;7400;70;Beta-146612;charcoal;Dikau, R., Aceituno, F. J., Loaiza, N., López, C., Cano, M., Herrera, L., Restrepo, C., Ranere, A. J. (2015). Radiocarbon chronology of terminal Pleistocene to middle Holocene human occupation in the Middle Cauca Valley, Colombia. 363, 43-54.;;;;;;;;;;;;;;;;;;
La Montañita;N. Andes;4,798144;-75,678781;7300;70;Beta-151344;charcoal;Dikau, R., Aceituno, F. J., Loaiza, N., López, C., Cano, M., Herrera, L., Restrepo, C., Ranere, A. J. (2015). Radiocarbon chronology of terminal Pleistocene to middle Holocene human occupation in the Middle Cauca Valley, Colombia. 363, 43-54.;;;;;;;;;;;;;;;;;;
La Mikela;N. Andes;4,781956;-75,68447;7208;58;AA-98938;charcoal;Dikau, R., Aceituno, F. J., Loaiza, N., López, C., Cano, M., Herrera, L., Restrepo, C., Ranere, A. J. (2015). Radiocarbon chronology of terminal Pleistocene to middle Holocene human occupation in the Middle Cauca Valley, Colombia. 363, 43-54.;;;;;;;;;;;;;;;;;;
El Jazmin;N. Andes;5,8;-75,5;7080;50;Ua-24496;charcoal;Aceituno, F. J., Loaiza, N. (2007). Domesticacion del bosque en el Cauca Medio Colombiano entre el Pleistoceno final y el Holoceno medio. In: British Archaeological Reports, International Series, 1654. Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Cuba (66PER001);N. Andes;5,197776;-75,676397;7032;54;AA-102498;charcoal;Dikau, R., Aceituno, F. J., Loaiza, N., López, C., Cano, M., Herrera, L., Restrepo, C., Ranere, A. J. (2015). Radiocarbon chronology of terminal Pleistocene to middle Holocene human occupation in the Middle Cauca Valley, Colombia. 363, 43-54.;;;;;;;;;;;;;;;;;;
Cuba (66PER001);N. Andes;5,197776;-75,676397;7014;63;AA-102501;charcoal;Dikau, R., Aceituno, F. J., Loaiza, N., López, C., Cano, M., Herrera, L., Restrepo, C., Ranere, A. J. (2015). Radiocarbon chronology of terminal Pleistocene to middle Holocene human occupation in the Middle Cauca Valley, Colombia. 363, 43-54.;;;;;;;;;;;;;;;;;;
Cuba (66PER001);N. Andes;5,197776;-75,676397;7007;53;AA-102505;charcoal;Dikau, R., Aceituno, F. J., Loaiza, N., López, C., Cano, M., Herrera, L., Restrepo, C., Ranere, A. J. (2015). Radiocarbon chronology of terminal Pleistocene to middle Holocene human occupation in the Middle Cauca Valley, Colombia. 363, 43-54.;;;;;;;;;;;;;;;;;;
Cuba (66PER001);N. Andes;5,197776;-75,676397;7001;53;AA-102499;charcoal;Dikau, R., Aceituno, F. J., Loaiza, N., López, C., Cano, M., Herrera, L., Restrepo, C., Ranere, A. J. (2015). Radiocarbon chronology of terminal Pleistocene to middle Holocene human occupation in the Middle Cauca Valley, Colombia. 363, 43-54.;;;;;;;;;;;;;;;;;;
Cubilan;N. Andes;-3,106;-79,357;10500;130;Cu 27-KI-1642;charcoal;Temme, M. (1982). Excavaciones en el sitio Preceramico de Cubilan (Ecuador). Miscelanea Antropologica Ecuatoriana, 2, 135-164.;;;;;;;;;;;;;;;;;;
El Inga;N. Andes;-0,30243;-78,644785;10410;35;PRI-13-029;charcoal;"Nami, H. 2016. Dating the peopling of Northwestern South America: an AMS date
from El Inga site, highland Ecuador";;;;;;;;;;;;;;;;;;
Cubilan;N. Andes;-3,106;-79,357;10330;170;Cu 27-KI-1640;charcoal;Temme, M. (1982). Excavaciones en el sitio Preceramico de Cubilan (Ecuador). Miscelanea Antropologica Ecuatoriana, 2, 135-164.;;;;;;;;;;;;;;;;;;
Ogse 80;N. Andes;-2,276565;-80,818195;10300;240;TX-4706;charcoal;Stothert, K. E. (1988). La prehistoria temprana de la peninsula de Santa Elena, Ecuador: cultura Las Vegas. Miscelanea Antropologica Ecuatoriana, Serie Monografica 10. Museos del Banco Central del Ecuador, Guayaquil.;;;;;;;;;;;;;;;;;;
Cubilan;N. Andes;-3,106;-79,357;10250;170;KI-1640;charcoal;Temme, M. (1982). Excavaciones en el sitio Preceramico de Cubilan (Ecuador). Miscelanea Antropologica Ecuatoriana, 2, 135-164.;;;;;;;;;;;;;;;;;;
N2F4-31 Montequinto;N. Andes;0,154067;-79,015794;10190;90;Beta-172886;charcoal;Dominguez, V., Constantine, A., Mosquera, A. S. (2003). Nuestro pasadao a traves del derecho de via del oleoducto de crudos pesados desde la Estacion Balao en Punto Gordo (provincia de Esmeraldas) hasta San Tadeo, en el incio del altiplano (provincia de Pichincha).;;;;;;;;;;;;;;;;;;
Guaguacanoayacu;Trop. Lowlands;-0,771507;-77,016282;9850;60;Beta-115899;charcoal;Sanchez, A. (1998). Informe de las excavaciones en los sitios Guaguacanoayacu (0IVB1-07) y Timbela (0IVB1-11), provincia de Napo, Ecuador. Instituto Nacional de Patrimonio Cultural, Quito, Ecuador.;;;;;;;;;;;;;;;;;;
Ogse 80;N. Andes;-2,276565;-80,818195;9740;60;UCR-3284;plant;Stothert, K. y Sánchez Mosquera, A. 2011. Culturas del Pleistoceno Final y el Holoceno Temprano en el Ecuador. Boletín de Arqueología PUCP 15: 81-119.;;;;;;;;;;;;;;;;;;
Cubilan;N. Andes;-3,106;-79,357;9160;100;Cu 26-KI-1860;charcoal;Temme, M. (1982). Excavaciones en el sitio Preceramico de Cubilan (Ecuador). Miscelanea Antropologica Ecuatoriana, 2, 135-164.;;;;;;;;;;;;;;;;;;
Cubilan;N. Andes;-3,106;-79,357;9100;120;Cu 26-KI-1859;charcoal;Temme, M. (1982). Excavaciones en el sitio Preceramico de Cubilan (Ecuador). Miscelanea Antropologica Ecuatoriana, 2, 135-164.;;;;;;;;;;;;;;;;;;
Ogse 80;N. Andes;-2,276565;-80,818195;9080;60;UCR-3461;plant;Stothert, K. E., Piperno, D. R., Andres, T. C. (2003). Terminal Pleistocene/Early Holocene human adaptation in coastal Ecuador: the Las Vegas evidence. Quaternary International, 109-110, 23-43.;;;;;;;;;;;;;;;;;;
El Inga;N. Andes;-0,30243;-78,644785;9030;144;R-1070/2;charcoal;Bell, R. (1965). Investigaciones arqueologicas en el sitio el Inga, Ecuador. Casa de la Cultura Ecuatoriana, Quito, Ecuador. ;;;;;;;;;;;;;;;;;;
Guaguacanoayacu;Trop. Lowlands;-0,771507;-77,016282;8810;60;Beta-115898;charcoal;Sanchez, A. (1998). Informe de las excavaciones en los sitios Guaguacanoayacu (0IVB1-07) y Timbela (0IVB1-11), provincia de Napo, Ecuador. Instituto Nacional de Patrimonio Cultural, Quito, Ecuador.;;;;;;;;;;;;;;;;;;
Cueva Negra de Chobshi;N. Andes;-3,0244;-78,80815;8615;90;SI-1505;bone;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;;;;;;;;;;;;;;;;;;
Cueva Negra de Chobshi;N. Andes;-3,0244;-78,80815;8480;200;TX-1132;charcoal;Lynch, T., Pollock, S. (1981). La arqueologia de la Cueva Negra de Chobshi. In: Miscelanea Antropologia Ecuatoriana. Boletin de los Museos del Banco Central 1, Guayaquil. pp 92-119.;;;;;;;;;;;;;;;;;;
N3F1-15 Gran Cacao;N. Andes;-0,884;-79,476;8360;40;Beta-229137;charcoal;Sanchez, A. (2007). Estudio de impacto ambiental: componente arqueologico. Proyecto multiproposito Baba provincia de los Rios. Effacitas consultora Cia. Ltda. to Instituto Nacional de Patrimonio Cultural. Guayaquil, Ecuador.;;;;;;;;;;;;;;;;;;
Ogse 80;N. Andes;-2,276565;-80,818195;7960;60;UCR-3285;plant;Stothert, K. y Sánchez Mosquera, A. 2011. Culturas del Pleistoceno Final y el Holoceno Temprano en el Ecuador. Boletín de Arqueología PUCP 15: 81-119.;;;;;;;;;;;;;;;;;;
El Inga;N. Andes;-0,30243;-78,644785;7928;0;R-1070/3;soil;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;;;;;;;;;;;;;;;;;;
Cueva Negra de Chobshi;N. Andes;-3,0244;-78,80815;7535;295;SI-1506;bone;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;;;;;;;;;;;;;;;;;;
El muerto;N. Andes;-2,38;-80,2;7180;80;ISGS-471;wood;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;;;;;;;;;;;;;;;;;;
Ogse 80;N. Andes;-2,276565;-80,818195;7170;60;UCR-3282;plant;Stothert, K. y Sánchez Mosquera, A. 2011. Culturas del Pleistoceno Final y el Holoceno Temprano en el Ecuador. Boletín de Arqueología PUCP 15: 81-119.;;;;;;;;;;;;;;;;;;
Piraka Mound;Trop. Lowlands;7,416667;-58,666667;7230;90;Beta-27055;plant;Williams, D. (2004). Prehistoric Guiana. Kingston, Jamaica: Ian Randle.;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;12950;50;Beta-310274;bone;Dillehay, T. D. (2011). From foraging to farming in the Andes: new perspectives on food production and social organiziation. Cambridge University Press, New York, US.;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;12610;40;Beta-437295;charcoal;Dillehay, T.D, Goobred, S., Pino, M., Vázquez Sánchez, V.F., Rosales Than, T., Adovasio, J., Collins, M., Netherly, P., Hastorf, C.A., Chiou, K.L., Piperno, D., Rey, I., Velchof, N. 2017. Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Perú. Science Advances 3: e1602778;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;12602;35;D-AMS-016635;charcoal;Dillehay, T.D, Goobred, S., Pino, M., Vázquez Sánchez, V.F., Rosales Than, T., Adovasio, J., Collins, M., Netherly, P., Hastorf, C.A., Chiou, K.L., Piperno, D., Rey, I., Velchof, N. 2017. Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Perú. Science Advances 3: e1602778;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;12594;62;D-AMS-013332;seed;Dillehay, T.D, Goobred, S., Pino, M., Vázquez Sánchez, V.F., Rosales Than, T., Adovasio, J., Collins, M., Netherly, P., Hastorf, C.A., Chiou, K.L., Piperno, D., Rey, I., Velchof, N. 2017. Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Perú. Science Advances 3: e1602778;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;12420;40;Beta-437288;charcoal;Dillehay, T.D, Goobred, S., Pino, M., Vázquez Sánchez, V.F., Rosales Than, T., Adovasio, J., Collins, M., Netherly, P., Hastorf, C.A., Chiou, K.L., Piperno, D., Rey, I., Velchof, N. 2017. Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Perú. Science Advances 3: e1602778;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;12410;40;Beta-437290;charcoal;Dillehay, T.D, Goobred, S., Pino, M., Vázquez Sánchez, V.F., Rosales Than, T., Adovasio, J., Collins, M., Netherly, P., Hastorf, C.A., Chiou, K.L., Piperno, D., Rey, I., Velchof, N. 2017. Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Perú. Science Advances 3: e1602778;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;12280;60;Beta-310272;bone;Dillehay, T. D. (2011). From foraging to farming in the Andes: new perspectives on food production and social organiziation. Cambridge University Press, New York, US.;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;12240;50;Beta-310273;wood;Dillehay, T. D. (2011). From foraging to farming in the Andes: new perspectives on food production and social organiziation. Cambridge University Press, New York, US.;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;11800;50;Beta-299536;wood;Dillehay, T. D. (2011). From foraging to farming in the Andes: new perspectives on food production and social organiziation. Cambridge University Press, New York, US.;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;11780;50;Beta-290620;wood;Dillehay, T. D. (2011). From foraging to farming in the Andes: new perspectives on food production and social organiziation. Cambridge University Press, New York, US.;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;11500;50;Beta-290621;charcoal;Dillehay, T.D, Goobred, S., Pino, M., Vázquez Sánchez, V.F., Rosales Than, T., Adovasio, J., Collins, M., Netherly, P., Hastorf, C.A., Chiou, K.L., Piperno, D., Rey, I., Velchof, N. 2017. Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Perú. Science Advances 3: e1602778;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;10770;340;AA-75326;charcoal;Dillehay, T.D, Goobred, S., Pino, M., Vázquez Sánchez, V.F., Rosales Than, T., Adovasio, J., Collins, M., Netherly, P., Hastorf, C.A., Chiou, K.L., Piperno, D., Rey, I., Velchof, N. 2017. Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Perú. Science Advances 3: e1602778;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;9580;40;Beta-235952;plant;Dillehay, T.D, Goobred, S., Pino, M., Vázquez Sánchez, V.F., Rosales Than, T., Adovasio, J., Collins, M., Netherly, P., Hastorf, C.A., Chiou, K.L., Piperno, D., Rey, I., Velchof, N. 2017. Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Perú. Science Advances 3: e1602778;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;9530;50;Beta-210862;charcoal;Dillehay, T.D, Goobred, S., Pino, M., Vázquez Sánchez, V.F., Rosales Than, T., Adovasio, J., Collins, M., Netherly, P., Hastorf, C.A., Chiou, K.L., Piperno, D., Rey, I., Velchof, N. 2017. Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Perú. Science Advances 3: e1602778;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;9330;40;Beta343109;seed;Dillehay, T.D, Goobred, S., Pino, M., Vázquez Sánchez, V.F., Rosales Than, T., Adovasio, J., Collins, M., Netherly, P., Hastorf, C.A., Chiou, K.L., Piperno, D., Rey, I., Velchof, N. 2017. Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Perú. Science Advances 3: e1602778;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;9230;40;AA-86632;seed;Dillehay, T.D, Goobred, S., Pino, M., Vázquez Sánchez, V.F., Rosales Than, T., Adovasio, J., Collins, M., Netherly, P., Hastorf, C.A., Chiou, K.L., Piperno, D., Rey, I., Velchof, N. 2017. Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Perú. Science Advances 3: e1602778;;;;;;;;;;;;;;;;;;
CA 09-89;C. Andes;-6,95;-79,24;11650;180;Beta-20887;charcoal;Dillehay, T. D. (2011). From foraging to farming in the Andes: new perspectives on food production and social organiziation. Cambridge University Press, New York, US.;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;11500;50;Beta-290621;wood;Dillehay, T. D. (2011). From foraging to farming in the Andes: new perspectives on food production and social organiziation. Cambridge University Press, New York, US.;;;;;;;;;;;;;;;;;;
Quebrada Jaguay 280;C. Andes;-16,5;-72,633;11105;260;BGS 1942;charcoal;Sandweiss, D. H., McInnis, H., Burger, R. L., Cano, A., Ojeda, B., del Carmen Paredes, R., Sandweiss, M., Glascock, M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science, 281, 1830-1832.;;;;;;;;;;;;;;;;;;
Quebrada Jaguay 280;C. Andes;-16,5;-72,633;11088;220;BGS 2024;charcoal;Sandweiss, D. H., McInnis, H., Burger, R. L., Cano, A., Ojeda, B., del Carmen Paredes, R., Sandweiss, M., Glascock, M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science, 281, 1830-1832.;;;;;;;;;;;;;;;;;;
Je-1002;C. Andes;-7,059;-79,4;11014;64;AA57942;charcoal;Stackelbeck, K. L. (2008). Adaptational flexibility and processes of emerging complexity: Early to Mid-Holocene foragers in the lower Jequetepeque Valley, northern Peru. PhD dissertation, University of Kentucky, Lexington.;;;;;;;;;;;;;;;;;;
Huaca Prieta;C. Andes;-7,9234;-79,3069;10770;340;AA75326;charcoal;Dillehay, T. D. (2011). From foraging to farming in the Andes: new perspectives on food production and social organiziation. Cambridge University Press, New York, US.;;;;;;;;;;;;;;;;;;
Quebrada Jaguay 280;C. Andes;-16,5;-72,633;10770;130;BGS 1702;charcoal;Sandweiss, D. H., McInnis, H., Burger, R. L., Cano, A., Ojeda, B., del Carmen Paredes, R., Sandweiss, M., Glascock, M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science, 281, 1830-1832.;;;;;;;;;;;;;;;;;;
Quebrada Tacahuay;C. Andes;-17,8;-71,1;10770;150;Beta-95869;charcoal;deFrance, S. D., Keefer, D. K., Richardson, J. B., Adan Umire, A. (2001). Late Paleo-Indian coastal foragers: specialized extractive behavior at Quebrada Tacahuay, Peru. Latin American Antiquity, 12, 413-426.;;;;;;;;;;;;;;;;;;
